target,seed,budget,method,coordinate,mean,error,mcse,ess,status,maxWeight,k,covered95,accurate,pilotCalls,pilotDraws,fallback,draws,evaluations,seconds
gamma-original,8928,200000,slice,0,2.1214016191985356,0.013531646028899669,0.005023997624515502,1482.9511955458374,Warning,NA,NA,false,true,0,0,false,12148,200000,0.045274
gamma-original,8928,200000,slice,1,1.8304957318388315,-0.014233615085620377,0.004868977434233457,1536.8925312839406,Warning,NA,NA,false,true,0,0,false,12148,200000,0.045274
gamma-original,16847,2000,prior,0,2.1487998068927996,0.04092983372316361,0.05305223597277609,7.158899429385248,Danger,0.18337055587547366,13.66339681208766,true,false,0,0,false,2000,2000,0.0021769
gamma-original,16847,2000,prior,1,1.78383856582914,-0.060890781095311874,0.07148987311961742,7.158899429385248,Danger,0.18337055587547366,13.66339681208766,true,false,0,0,false,2000,2000,0.0021769
gamma-original,16847,2000,defensive,0,2.0718661368666362,-0.03600383630299975,0.08623280793210335,3.1762580341478563,Danger,0.3917127828587883,18.236381191798504,true,false,1000,0,true,1000,2000,0.0013023
gamma-original,16847,2000,defensive,1,1.8424723497763542,-0.0022569971480976836,0.11910411326004826,3.1762580341478563,Danger,0.3917127828587883,18.236381191798504,true,true,1000,0,true,1000,2000,0.0013023
gamma-original,16847,2000,slice,0,2.1619593202010803,0.0540893470314443,0.07896457533510252,5.764457358206187,Danger,NA,NA,true,false,0,0,false,32,2000,0.0013624
gamma-original,16847,2000,slice,1,1.7739705241529942,-0.07075882277145773,0.07157681615432965,6.325535449740149,Danger,NA,NA,true,false,0,0,false,32,2000,0.0013624
gamma-original,16847,20000,prior,0,2.096449718738448,-0.011420254431187882,0.021447247061691318,46.44403451244325,Danger,0.041241327000001,6.03514148259269,true,true,0,0,false,20000,20000,0.0140575
gamma-original,16847,20000,prior,1,1.8480274399876753,0.003298093063223373,0.02099092014081152,46.44403451244325,Danger,0.041241327000001,6.03514148259269,true,true,0,0,false,20000,20000,0.0140575
gamma-original,16847,20000,defensive,0,2.1075074257128237,-3.6254745681230105E-4,0.002075472077686962,6206.22053444889,ChecksPassed,2.489817560367031E-4,-0.9339221639641706,true,true,10000,534,false,10000,20000,0.0117637
gamma-original,16847,20000,defensive,1,1.8451892676429584,4.599207185065346E-4,0.0020522219982745996,6206.22053444889,ChecksPassed,2.489817560367031E-4,-0.9339221639641706,true,true,10000,534,false,10000,20000,0.0117637
gamma-original,16847,20000,slice,0,2.1037864385504954,-0.004083534619140572,0.01810154528830918,119.44473709474055,Danger,NA,NA,true,true,0,0,false,1144,20000,0.0055788
gamma-original,16847,20000,slice,1,1.8457700300668647,0.0010406831424127905,0.017829890653066612,127.26579529843214,Danger,NA,NA,true,true,0,0,false,1144,20000,0.0055788
gamma-original,16847,200000,prior,0,2.0888950668822384,-0.01897490628739762,0.006946834190005758,465.4218942690185,Danger,0.00479909093617606,1.1331572033040034,false,true,0,0,false,200000,200000,0.1739676
gamma-original,16847,200000,prior,1,1.8705181766554186,0.025788829730966745,0.0066932451382160085,465.4218942690185,Danger,0.00479909093617606,1.1331572033040034,false,false,0,0,false,200000,200000,0.1739676
gamma-original,16847,200000,defensive,0,2.1081466314136077,2.766582439717169E-4,4.7706526503846496E-4,117850.67649868557,ChecksPassed,1.3146365687107503E-5,-0.9627716393417134,true,true,10000,534,false,190000,200000,0.295293
