case,seed,query,reference,tolerance,mean,error,mcse,covered95,accurate,health,fit,pilotCalls,productionCalls,ess,seconds
separated-modes,214822,positive,0.5,0.05,0.5002390035900164,2.390035900163845E-4,0.016907162574566984,true,true,ChecksPassed,Fitted,10000,10000,874.6582478647397,0.0360379
separated-modes,222741,mean,0.0,0.5008991914547277,-0.11678845188455426,-0.11678845188455426,0.16589908038850612,true,true,ChecksPassed,Fitted,10000,10000,911.7951229576809,0.0363607
separated-modes,222741,positive,0.5,0.05,0.4880762418728878,-0.011923758127112216,0.016558680806184074,true,true,ChecksPassed,Fitted,10000,10000,911.7951229576809,0.0363607
separated-modes,230660,mean,0.0,0.5008991914547277,-0.3446816105684009,-0.3446816105684009,0.1646412432693959,false,true,ChecksPassed,Fitted,10000,10000,926.1925961678947,0.0373282
separated-modes,230660,positive,0.5,0.05,0.46563531772484534,-0.03436468227515466,0.016421530608862173,false,true,ChecksPassed,Fitted,10000,10000,926.1925961678947,0.0373282
boundary-beta,1009,mean,0.2,0.012060453783110546,0.2001032425384863,1.0324253848628673E-4,0.0013964970782392745,true,true,ChecksPassed,Fitted,10000,10000,5453.681580261059,0.0356617
boundary-beta,1009,upper-half,0.01953125,0.01,0.020648919157279413,0.0011176691572794134,0.001040562490512836,true,true,ChecksPassed,Fitted,10000,10000,5453.681580261059,0.0356617
boundary-beta,8928,mean,0.2,0.012060453783110546,0.20028322585960445,2.8322585960444124E-4,0.001403955120258866,true,true,ChecksPassed,Fitted,10000,10000,5659.698568571179,0.023009
boundary-beta,8928,upper-half,0.01953125,0.01,0.02036904438534475,8.377943853447485E-4,0.001190899408311647,true,true,ChecksPassed,Fitted,10000,10000,5659.698568571179,0.023009
boundary-beta,16847,mean,0.2,0.012060453783110546,0.19810061411598637,-0.0018993858840136435,0.001372593235930679,true,true,ChecksPassed,Fitted,10000,10000,5717.101688694969,0.0194974
boundary-beta,16847,upper-half,0.01953125,0.01,0.019817991657697688,2.8674165769768806E-4,0.0010743470397913055,true,true,ChecksPassed,Fitted,10000,10000,5717.101688694969,0.0194974
boundary-beta,24766,mean,0.2,0.012060453783110546,0.19950129953946272,-4.987004605372936E-4,0.0013857392120321802,true,true,ChecksPassed,Fitted,10000,10000,5708.580946412337,0.0192825
boundary-beta,24766,upper-half,0.01953125,0.01,0.018243898631004174,-0.001287351368995826,0.001024750453069705,true,true,ChecksPassed,Fitted,10000,10000,5708.580946412337,0.0192825
boundary-beta,32685,mean,0.2,0.012060453783110546,0.20134954788962106,0.00134954788962105,0.001371144963982145,true,true,ChecksPassed,Fitted,10000,10000,5851.095919750439,0.0156555
boundary-beta,32685,upper-half,0.01953125,0.01,0.019153061877056874,-3.7818812294312595E-4,0.0010971219724647595,true,true,ChecksPassed,Fitted,10000,10000,5851.095919750439,0.0156555
boundary-beta,40604,mean,0.2,0.012060453783110546,0.2002894564168194,2.8945641681937806E-4,0.0013973142109958098,true,true,ChecksPassed,Fitted,10000,10000,5718.433615809201,0.0138172
boundary-beta,40604,upper-half,0.01953125,0.01,0.020390967198287112,8.597171982871119E-4,0.0011554722495816076,true,true,ChecksPassed,Fitted,10000,10000,5718.433615809201,0.0138172
boundary-beta,48523,mean,0.2,0.012060453783110546,0.20375115711398367,0.003751157113983661,0.0013986629947962004,false,true,ChecksPassed,Fitted,10000,10000,5553.542632231916,0.0149305
boundary-beta,48523,upper-half,0.01953125,0.01,0.02065353240883359,0.0011222824088335907,0.001052422638599167,true,true,ChecksPassed,Fitted,10000,10000,5553.542632231916,0.0149305
boundary-beta,56442,mean,0.2,0.012060453783110546,0.20012178920499984,1.217892049998337E-4,0.0013531876493223347,true,true,ChecksPassed,Fitted,10000,10000,5641.52112293733,0.0150115
boundary-beta,56442,upper-half,0.01953125,0.01,0.01958060921834079,4.935921834078871E-5,9.581587968247131E-4,true,true,ChecksPassed,Fitted,10000,10000,5641.52112293733,0.0150115
boundary-beta,64361,mean,0.2,0.012060453783110546,0.1996821409261579,-3.1785907384210277E-4,0.0013832239095553905,true,true,ChecksPassed,Fitted,10000,10000,5414.936645322726,0.0154818
boundary-beta,64361,upper-half,0.01953125,0.01,0.018721447429461285,-8.098025705387153E-4,9.59837573476134E-4,true,true,ChecksPassed,Fitted,10000,10000,5414.936645322726,0.0154818
boundary-beta,72280,mean,0.2,0.012060453783110546,0.2008459020789306,8.459020789305938E-4,0.0014016298537713086,true,true,ChecksPassed,Fitted,10000,10000,5738.9719175589835,0.0148382
boundary-beta,72280,upper-half,0.01953125,0.01,0.01897705548190583,-5.541945180941692E-4,0.0011409615853125825,true,true,ChecksPassed,Fitted,10000,10000,5738.9719175589835,0.0148382
boundary-beta,80199,mean,0.2,0.012060453783110546,0.19835289201515527,-0.0016471079848447423,0.0014113980360174162,true,true,ChecksPassed,Fitted,10000,10000,6162.474200596522,0.0140036
boundary-beta,80199,upper-half,0.01953125,0.01,0.021793061169214194,0.0022618111692141937,0.001378828326182075,true,true,ChecksPassed,Fitted,10000,10000,6162.474200596522,0.0140036
boundary-beta,88118,mean,0.2,0.012060453783110546,0.20040028264451445,4.002826445144436E-4,0.0013619112315433842,true,true,ChecksPassed,Fitted,10000,10000,5736.206680920939,0.0154262
boundary-beta,88118,upper-half,0.01953125,0.01,0.0203995667292339,8.683167292338999E-4,0.0010352497339032782,true,true,ChecksPassed,Fitted,10000,10000,5736.206680920939,0.0154262
boundary-beta,96037,mean,0.2,0.012060453783110546,0.1990283803776824,-9.71619622317621E-4,0.0013710698211392822,true,true,ChecksPassed,Fitted,10000,10000,5818.599278040194,0.0136947
boundary-beta,96037,upper-half,0.01953125,0.01,0.01938036520113084,-1.5088479886915876E-4,0.0010468626872855455,true,true,ChecksPassed,Fitted,10000,10000,5818.599278040194,0.0136947
boundary-beta,103956,mean,0.2,0.012060453783110546,0.20122192258404706,0.0012219225840470471,0.0013772139086067742,true,true,ChecksPassed,Fitted,10000,10000,6048.455536783014,0.0132925
boundary-beta,103956,upper-half,0.01953125,0.01,0.02052969903249434,9.98449032494339E-4,0.0012385618914326016,true,true,ChecksPassed,Fitted,10000,10000,6048.455536783014,0.0132925
boundary-beta,111875,mean,0.2,0.012060453783110546,0.20006878663483438,6.878663483436687E-5,0.0013721413198240463,true,true,ChecksPassed,Fitted,10000,10000,5509.060295235324,0.0134041
boundary-beta,111875,upper-half,0.01953125,0.01,0.021129430308006226,0.0015981803080062258,0.00102990050113913,true,true,ChecksPassed,Fitted,10000,10000,5509.060295235324,0.0134041
boundary-beta,119794,mean,0.2,0.012060453783110546,0.19918842284502689,-8.115771549731254E-4,0.0013556983699345422,true,true,ChecksPassed,Fitted,10000,10000,5629.74762860183,0.0145023
boundary-beta,119794,upper-half,0.01953125,0.01,0.01817473299958212,-0.001356517000417879,9.715442817766684E-4,true,true,ChecksPassed,Fitted,10000,10000,5629.74762860183,0.0145023
boundary-beta,127713,mean,0.2,0.012060453783110546,0.20199014594102882,0.001990145941028809,0.0013852064797741524,true,true,ChecksPassed,Fitted,10000,10000,5769.772642156588,0.0143255
boundary-beta,127713,upper-half,0.01953125,0.01,0.018548139872314125,-9.831101276858746E-4,0.0010382558829966308,true,true,ChecksPassed,Fitted,10000,10000,5769.772642156588,0.0143255
boundary-beta,135632,mean,0.2,0.012060453783110546,0.19759624560867098,-0.0024037543913290327,0.0013953838598362582,true,true,ChecksPassed,Fitted,10000,10000,5582.184639129015,0.0142682
boundary-beta,135632,upper-half,0.01953125,0.01,0.019657856884438576,1.266068844385758E-4,0.001112343947991158,true,true,ChecksPassed,Fitted,10000,10000,5582.184639129015,0.0142682
boundary-beta,143551,mean,0.2,0.012060453783110546,0.19987427699362453,-1.2572300637547773E-4,0.0013727767656019406,true,true,ChecksPassed,Fitted,10000,10000,6388.270524472009,0.0128192
boundary-beta,143551,upper-half,0.01953125,0.01,0.01985222269512269,3.209726951226913E-4,0.0012846882302670903,true,true,ChecksPassed,Fitted,10000,10000,6388.270524472009,0.0128192
boundary-beta,151470,mean,0.2,0.012060453783110546,0.20118764513413026,0.0011876451341302496,0.001439965006552085,true,true,ChecksPassed,Fitted,10000,10000,5495.3770205671535,0.0128773
boundary-beta,151470,upper-half,0.01953125,0.01,0.021287382903686543,0.0017561329036865428,0.0012668173545865558,true,true,ChecksPassed,Fitted,10000,10000,5495.3770205671535,0.0128773
boundary-beta,159389,mean,0.2,0.012060453783110546,0.20012572327121683,1.2572327121682103E-4,0.0013823883345518587,true,true,ChecksPassed,Fitted,10000,10000,5734.253889076476,0.0136101
boundary-beta,159389,upper-half,0.01953125,0.01,0.021110565883339604,0.0015793158833396041,0.0011281180739400216,true,true,ChecksPassed,Fitted,10000,10000,5734.253889076476,0.0136101
boundary-beta,167308,mean,0.2,0.012060453783110546,0.20206792762255638,0.0020679276225563648,0.001386269233027421,true,true,ChecksPassed,Fitted,10000,10000,6036.02616946718,0.01555
boundary-beta,167308,upper-half,0.01953125,0.01,0.020668966788405928,0.0011377167884059278,0.0011736053832735469,true,true,ChecksPassed,Fitted,10000,10000,6036.02616946718,0.01555
boundary-beta,175227,mean,0.2,0.012060453783110546,0.2000070514193519,7.051419351894461E-6,0.0013982657557517991,true,true,ChecksPassed,Fitted,10000,10000,5722.680308411731,0.0142504
boundary-beta,175227,upper-half,0.01953125,0.01,0.020269830273507993,7.385802735079931E-4,0.0010890745908327857,true,true,ChecksPassed,Fitted,10000,10000,5722.680308411731,0.0142504
boundary-beta,183146,mean,0.2,0.012060453783110546,0.19988679053145852,-1.1320946854148639E-4,0.0014149187954770957,true,true,ChecksPassed,Fitted,10000,10000,5531.2421703346445,0.0156828
boundary-beta,183146,upper-half,0.01953125,0.01,0.021495912199677253,0.001964662199677253,0.001171368468971198,true,true,ChecksPassed,Fitted,10000,10000,5531.2421703346445,0.0156828
boundary-beta,191065,mean,0.2,0.012060453783110546,0.20162900859344574,0.0016290085934457244,0.0014271151213210611,true,true,ChecksPassed,Fitted,10000,10000,5411.417751773782,0.0135777
boundary-beta,191065,upper-half,0.01953125,0.01,0.020867291097475454,0.0013360410974754544,0.001127863807473739,true,true,ChecksPassed,Fitted,10000,10000,5411.417751773782,0.0135777
boundary-beta,198984,mean,0.2,0.012060453783110546,0.20081979625533897,8.19796255338956E-4,0.0014188256668472726,true,true,ChecksPassed,Fitted,10000,10000,5629.877486390429,0.0143879
boundary-beta,198984,upper-half,0.01953125,0.01,0.019616177859711044,8.492785971104394E-5,0.0011918868111750274,true,true,ChecksPassed,Fitted,10000,10000,5629.877486390429,0.0143879
boundary-beta,206903,mean,0.2,0.012060453783110546,0.20312994628893394,0.003129946288933927,0.0014322370929320456,false,true,ChecksPassed,Fitted,10000,10000,5544.108341693735,0.0179914
boundary-beta,206903,upper-half,0.01953125,0.01,0.020320592033240097,7.893420332400966E-4,0.0011449006474889777,true,true,ChecksPassed,Fitted,10000,10000,5544.108341693735,0.0179914
boundary-beta,214822,mean,0.2,0.012060453783110546,0.2010270755086054,0.0010270755086053962,0.0013942765629829886,true,true,ChecksPassed,Fitted,10000,10000,5600.703360820345,0.0143544
boundary-beta,214822,upper-half,0.01953125,0.01,0.02161573894780838,0.0020844889478083793,0.0011599241621370942,true,true,ChecksPassed,Fitted,10000,10000,5600.703360820345,0.0143544
boundary-beta,222741,mean,0.2,0.012060453783110546,0.19697051572345703,-0.003029484276542982,0.001360979773956956,false,true,ChecksPassed,Fitted,10000,10000,5654.086976417686,0.0138898
boundary-beta,222741,upper-half,0.01953125,0.01,0.020157522674114598,6.262726741145981E-4,0.001013939373539536,true,true,ChecksPassed,Fitted,10000,10000,5654.086976417686,0.0138898
boundary-beta,230660,mean,0.2,0.012060453783110546,0.2015794991793767,0.0015794991793766922,0.0013960125456178713,true,true,ChecksPassed,Fitted,10000,10000,5646.31404407475,0.0136101
boundary-beta,230660,upper-half,0.01953125,0.01,0.0181701159969452,-0.0013611340030547994,0.0010212536991704836,true,true,ChecksPassed,Fitted,10000,10000,5646.31404407475,0.0136101
cauchy-event,1009,above-five,0.06283295818900114,0.02,0.062499398925245565,-3.3355926375557704E-4,0.006329742019573114,true,true,ChecksPassed,Fitted,10000,10000,1034.9069765739043,0.032853
cauchy-event,8928,above-five,0.06283295818900114,0.02,0.05882638423063362,-0.004006573958367524,0.005374795594515837,true,true,ChecksPassed,Fitted,10000,10000,1097.2832335144108,0.0313022
cauchy-event,16847,above-five,0.06283295818900114,0.02,0.06267784228498945,-1.5511590401169617E-4,0.0027048761899764683,true,true,ChecksPassed,Fitted,10000,10000,2158.87888720938,0.0327196
cauchy-event,24766,above-five,0.06283295818900114,0.02,0.0634034365554046,5.704783664034624E-4,0.002666974957449879,true,true,ChecksPassed,Fitted,10000,10000,1725.3558654866792,0.0364018
cauchy-event,32685,above-five,0.06283295818900114,0.02,0.05491769390820837,-0.00791526428079277,0.0034881618401256796,false,true,ChecksPassed,Fitted,10000,10000,1261.579929770208,0.038646
cauchy-event,40604,above-five,0.06283295818900114,0.02,0.06128848949546342,-0.0015444686935377205,0.0049068270429997105,true,true,ChecksPassed,Fitted,10000,10000,1120.6019334504936,0.0302411
cauchy-event,48523,above-five,0.06283295818900114,0.02,0.06637244222348045,0.003539484034479304,0.0036563143908459974,true,true,ChecksPassed,Fitted,10000,10000,1279.7779898420438,0.0310035
cauchy-event,56442,above-five,0.06283295818900114,0.02,0.06217509934582376,-6.578588431773794E-4,0.002903379926735325,true,true,ChecksPassed,Fitted,10000,10000,1602.3023295223543,0.0292375
cauchy-event,64361,above-five,0.06283295818900114,0.02,0.06309003638441464,2.5707819541349874E-4,0.0023215227756766695,true,true,ChecksPassed,Fitted,10000,10000,1719.9741401562992,0.0298434
cauchy-event,72280,above-five,0.06283295818900114,0.02,0.06176751324159804,-0.0010654449474030991,0.002211611766724214,true,true,ChecksPassed,Fitted,10000,10000,2229.9038109626817,0.033511
cauchy-event,80199,above-five,0.06283295818900114,0.02,0.06605569855291096,0.0032227403639098207,0.00344255021413493,true,true,ChecksPassed,Fitted,10000,10000,1418.6688743729826,0.0304152
cauchy-event,88118,above-five,0.06283295818900114,0.02,0.06586887454273985,0.0030359163537387046,0.0032834246742541274,true,true,ChecksPassed,Fitted,10000,10000,1394.9753231262357,0.0379558
cauchy-event,96037,above-five,0.06283295818900114,0.02,0.06332661523595584,4.936570469546986E-4,0.0029014871392050692,true,true,ChecksPassed,Fitted,10000,10000,1509.1758334933886,0.0307329
cauchy-event,103956,above-five,0.06283295818900114,0.02,0.055339114633863457,-0.007493843555137686,0.0043775391053530975,true,true,ChecksPassed,Fitted,10000,10000,1130.3120943866857,0.0289469
cauchy-event,111875,above-five,0.06283295818900114,0.02,0.05814986544586337,-0.004683092743137773,0.0021778930870558853,false,true,ChecksPassed,Fitted,10000,10000,2261.4531637944033,0.0297824
cauchy-event,119794,above-five,0.06283295818900114,0.02,0.062070691509933044,-7.622666790680979E-4,0.004000614191708034,true,true,ChecksPassed,Fitted,10000,10000,1278.522254393996,0.0326595
cauchy-event,127713,above-five,0.06283295818900114,0.02,0.060478256508867095,-0.002354701680134047,0.003124069731311448,true,true,ChecksPassed,Fitted,10000,10000,1386.2120665098344,0.0302496
cauchy-event,135632,above-five,0.06283295818900114,0.02,0.05927173438236134,-0.003561223806639806,0.003264933937330937,true,true,ChecksPassed,Fitted,10000,10000,1387.6428382570316,0.0302531
cauchy-event,143551,above-five,0.06283295818900114,0.02,0.06256980786344896,-2.631503255521861E-4,0.003168087438854261,true,true,ChecksPassed,Fitted,10000,10000,1410.8430323400166,0.0302915
cauchy-event,151470,above-five,0.06283295818900114,0.02,0.06530917008358521,0.0024762118945840655,0.0025286821605539247,true,true,ChecksPassed,Fitted,10000,10000,1772.6388282429612,0.0296605
cauchy-event,159389,above-five,0.06283295818900114,0.02,0.06262520712546289,-2.0775106353825012E-4,0.0029715147285507442,true,true,ChecksPassed,Fitted,10000,10000,1415.1257444605214,0.0293347
cauchy-event,167308,above-five,0.06283295818900114,0.02,0.06303152971983336,1.9857153083222E-4,0.0033347373460454704,true,true,ChecksPassed,Fitted,10000,10000,1316.2000955905005,0.0291817
cauchy-event,175227,above-five,0.06283295818900114,0.02,0.05722252806646801,-0.005610430122533129,0.002270211361980803,false,true,ChecksPassed,Fitted,10000,10000,1786.6187088497252,0.0298274
cauchy-event,183146,above-five,0.06283295818900114,0.02,0.06834328454654483,0.005510326357543685,0.004393275979534362,true,true,ChecksPassed,Fitted,10000,10000,1192.4312833759764,0.0297102
cauchy-event,191065,above-five,0.06283295818900114,0.02,0.055449199744050506,-0.007383758444950636,0.006510648702506821,true,true,ChecksPassed,Fitted,10000,10000,1065.78471299637,0.0301158
cauchy-event,198984,above-five,0.06283295818900114,0.02,0.06335983823907158,5.268800500704413E-4,0.0027310834520892714,true,true,ChecksPassed,Fitted,10000,10000,1710.921595812609,0.0294
cauchy-event,206903,above-five,0.06283295818900114,0.02,0.06707611381564726,0.004243155626646122,0.0026753298512334597,true,true,ChecksPassed,Fitted,10000,10000,1660.0411037454157,0.0290322
cauchy-event,214822,above-five,0.06283295818900114,0.02,0.06022925529389444,-0.0026037028951067034,0.0023337133883928897,true,true,ChecksPassed,Fitted,10000,10000,1936.068406356155,0.0292698
cauchy-event,222741,above-five,0.06283295818900114,0.02,0.061137868048767315,-0.0016950901402338278,0.003674873681857022,true,true,ChecksPassed,Fitted,10000,10000,1293.1206421411555,0.0338562
cauchy-event,230660,above-five,0.06283295818900114,0.02,0.0615503317292459,-0.0012826264597552428,0.003784864048958546,true,true,ChecksPassed,Fitted,10000,10000,1277.0870910061517,0.0312326
