case,seed,draws,method,fit,pilotCalls,fitCalls,productionCalls,reference,mean,ess,accurate,health
unbalanced,10173268,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.11128345454703414,1105.915336522774,true,ChecksPassed
unbalanced,10173268,2000,multi,Fitted,12000,11376,2000,0.09995709396668033,0.10377643737169348,1730.4400697739304,true,Danger
unbalanced,10173268,10000,multi,Fitted,12000,11376,10000,0.09995709396668033,0.10070083576565397,8674.303499670263,true,ChecksPassed
unbalanced,10303631,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.12145898678139642,228.42883505297107,true,ChecksPassed
unbalanced,10303631,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.105107120551211,1167.7232989233623,true,ChecksPassed
unbalanced,10303631,2000,multi,Fitted,12000,11432,2000,0.09995709396668033,0.08534463139546845,1705.267568155118,true,ChecksPassed
unbalanced,10303631,10000,multi,Fitted,12000,11432,10000,0.09995709396668033,0.0993647937016323,8525.288083572033,true,ChecksPassed
unbalanced,10433994,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.09767381659677914,255.09352694903788,true,ChecksPassed
unbalanced,10433994,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.08658778478377419,1239.383837930585,true,Danger
unbalanced,10433994,2000,multi,Fitted,12000,11392,2000,0.09995709396668033,0.10594398812224494,1699.6705828752413,true,Danger
unbalanced,10433994,10000,multi,Fitted,12000,11392,10000,0.09995709396668033,0.10205588987830627,8458.202879154469,true,ChecksPassed
unbalanced,10564357,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.09216003609451871,216.91998008905688,true,ChecksPassed
unbalanced,10564357,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09082592784213128,1092.3399206778581,true,ChecksPassed
unbalanced,10564357,2000,multi,Fitted,12000,11472,2000,0.09995709396668033,0.10450316469017987,1706.5532997490016,true,ChecksPassed
unbalanced,10564357,10000,multi,Fitted,12000,11472,10000,0.09995709396668033,0.10207243931887695,8508.181686930962,true,ChecksPassed
unbalanced,10694720,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.11203276366261937,251.27688473604462,true,ChecksPassed
unbalanced,10694720,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.07158462800486055,1332.3544356063844,false,ChecksPassed
unbalanced,10694720,2000,multi,Fitted,12000,11616,2000,0.09995709396668033,0.0954869196341975,1676.350930504755,true,Danger
unbalanced,10694720,10000,multi,Fitted,12000,11616,10000,0.09995709396668033,0.10198916211755693,8294.446059492531,true,ChecksPassed
unbalanced,10825083,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.07210731556188242,259.8947107624009,false,ChecksPassed
unbalanced,10825083,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09266457435176156,1173.433744905501,true,ChecksPassed
unbalanced,10825083,2000,multi,Fitted,12000,11456,2000,0.09995709396668033,0.09450584845148541,1641.942361955197,true,Danger
unbalanced,10825083,10000,multi,Fitted,12000,11456,10000,0.09995709396668033,0.10724051104764122,8173.017289117835,true,ChecksPassed
unbalanced,10955446,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.12308091336989936,197.14744105587098,true,ChecksPassed
unbalanced,10955446,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.12383748123021106,1041.6955088180623,true,ChecksPassed
unbalanced,10955446,2000,multi,Fitted,12000,11320,2000,0.09995709396668033,0.11695640875011334,1708.2354473592857,true,ChecksPassed
unbalanced,10955446,10000,multi,Fitted,12000,11320,10000,0.09995709396668033,0.1053424221105447,8520.582599980457,true,ChecksPassed
unbalanced,11085809,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.10043546140143701,219.6395627237296,true,ChecksPassed
unbalanced,11085809,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.11986684973732539,1056.4014647862434,true,ChecksPassed
unbalanced,11085809,2000,multi,Fitted,12000,14620,2000,0.09995709396668033,0.12291928230348444,1663.5380627011778,true,ChecksPassed
unbalanced,11085809,10000,multi,Fitted,12000,14620,10000,0.09995709396668033,0.10675274491334712,8282.969770352835,true,ChecksPassed
unbalanced,11216172,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.10841987236985753,228.1259321083657,true,ChecksPassed
unbalanced,11216172,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.08731958899620325,1056.5473910412345,true,ChecksPassed
unbalanced,11216172,2000,multi,Fitted,12000,11408,2000,0.09995709396668033,0.10020889530415869,1701.798592501138,true,ChecksPassed
unbalanced,11216172,10000,multi,Fitted,12000,11408,10000,0.09995709396668033,0.09917868602636731,8516.749626946656,true,ChecksPassed
unbalanced,11346535,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.09432675434316305,147.89123784095952,true,ChecksPassed
unbalanced,11346535,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10022430629751113,773.2007426963756,true,ChecksPassed
unbalanced,11346535,2000,multi,Fitted,12000,14460,2000,0.09995709396668033,0.10421667727487707,1466.4450745325369,true,ChecksPassed
unbalanced,11346535,10000,multi,Fitted,12000,14460,10000,0.09995709396668033,0.09956987311680941,7401.169330779404,true,ChecksPassed
unbalanced,11476898,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.11598139080994434,233.8181753559226,true,ChecksPassed
unbalanced,11476898,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.11532205846402169,1094.2832714341503,true,ChecksPassed
unbalanced,11476898,2000,multi,Fitted,12000,11432,2000,0.09995709396668033,0.11166713044879256,1734.0604867178497,true,ChecksPassed
unbalanced,11476898,10000,multi,Fitted,12000,11432,10000,0.09995709396668033,0.10394152757151037,8625.325204430852,true,Danger
unbalanced,11607261,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.11053146895296048,240.47617334305622,true,ChecksPassed
unbalanced,11607261,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10351606727067382,1153.2156878537123,true,ChecksPassed
unbalanced,11607261,2000,multi,Fitted,12000,11664,2000,0.09995709396668033,0.10067576744055953,1690.3272756030171,true,ChecksPassed
unbalanced,11607261,10000,multi,Fitted,12000,11664,10000,0.09995709396668033,0.10084694087433647,8435.860259697527,true,ChecksPassed
unbalanced,11737624,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.11982684694997028,174.38928652721165,true,ChecksPassed
unbalanced,11737624,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09738777714568948,877.4481140050586,true,ChecksPassed
unbalanced,11737624,2000,multi,Fitted,12000,14140,2000,0.09995709396668033,0.09685282633431684,1612.732796087266,true,ChecksPassed
unbalanced,11737624,10000,multi,Fitted,12000,14140,10000,0.09995709396668033,0.09559142472711704,8038.0400757271045,true,ChecksPassed
unbalanced,11867987,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.09417698561368938,224.1462688577881,true,ChecksPassed
unbalanced,11867987,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09911244473011581,1131.2065213734186,true,ChecksPassed
unbalanced,11867987,2000,multi,Fitted,12000,11600,2000,0.09995709396668033,0.09981953521270842,1737.9611188107729,true,ChecksPassed
unbalanced,11867987,10000,multi,Fitted,12000,11600,10000,0.09995709396668033,0.09728525617446425,8626.888840585145,true,ChecksPassed
unbalanced,11998350,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.13176111643518648,209.84691590037866,false,ChecksPassed
unbalanced,11998350,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.11222329197602728,1171.2167386208876,true,Danger
unbalanced,11998350,2000,multi,Fitted,12000,11440,2000,0.09995709396668033,0.09926457440394666,1731.7720883791555,true,ChecksPassed
unbalanced,11998350,10000,multi,Fitted,12000,11440,10000,0.09995709396668033,0.09673133297924073,8606.822498953386,true,ChecksPassed
unbalanced,12128713,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.12905501298668465,238.5712103387937,false,ChecksPassed
unbalanced,12128713,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.08514220744584167,1164.8966398624564,true,ChecksPassed
unbalanced,12128713,2000,multi,Fitted,12000,11480,2000,0.09995709396668033,0.11308325712994885,1671.813810292344,true,ChecksPassed
unbalanced,12128713,10000,multi,Fitted,12000,11480,10000,0.09995709396668033,0.09680650220579112,8348.421944395574,true,ChecksPassed
unbalanced,12259076,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.06818109972073003,201.9096714055647,false,ChecksPassed
unbalanced,12259076,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09422073173738993,1008.9247308475117,true,ChecksPassed
unbalanced,12259076,2000,multi,Fitted,12000,14430,2000,0.09995709396668033,0.09688496429581248,1662.7213459551292,true,ChecksPassed
unbalanced,12259076,10000,multi,Fitted,12000,14430,10000,0.09995709396668033,0.10027373363627533,8245.890302726166,true,ChecksPassed
unbalanced,12389439,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.0548487233468806,199.94585726092225,false,ChecksPassed
unbalanced,12389439,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.0958198801870243,1078.5077459896418,true,ChecksPassed
unbalanced,12389439,2000,multi,Fitted,12000,11416,2000,0.09995709396668033,0.09970930410323968,1677.6307632954085,true,ChecksPassed
unbalanced,12389439,10000,multi,Fitted,12000,11416,10000,0.09995709396668033,0.09965359013466016,8419.330614551198,true,ChecksPassed
unbalanced,12519802,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.10102853511688602,185.13586184831826,true,ChecksPassed
unbalanced,12519802,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10811720106224305,909.4153385874894,true,ChecksPassed
unbalanced,12519802,2000,multi,Fitted,12000,14290,2000,0.09995709396668033,0.1021368416387118,1625.1278765457973,true,ChecksPassed
unbalanced,12519802,10000,multi,Fitted,12000,14290,10000,0.09995709396668033,0.1028660720069448,8147.493973266178,true,ChecksPassed
unbalanced,12650165,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.08442584460918694,183.0254019418846,true,ChecksPassed
unbalanced,12650165,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09034584988211745,974.5666972602749,true,ChecksPassed
unbalanced,12650165,2000,multi,Fitted,12000,14360,2000,0.09995709396668033,0.09434200477030559,1675.0933307318312,true,ChecksPassed
unbalanced,12650165,10000,multi,Fitted,12000,14360,10000,0.09995709396668033,0.09784607106177128,8424.996601433342,true,ChecksPassed
unbalanced,12780528,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.07443477428821135,231.66755827372452,false,ChecksPassed
unbalanced,12780528,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.08236259618250782,1104.6268315348736,true,ChecksPassed
unbalanced,12780528,2000,multi,Fitted,12000,11360,2000,0.09995709396668033,0.10384632383926315,1721.499666704991,true,Danger
unbalanced,12780528,10000,multi,Fitted,12000,11360,10000,0.09995709396668033,0.10042616587508757,8546.831885385713,true,ChecksPassed
unbalanced,12910891,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.1083070485682191,238.08410231450713,true,ChecksPassed
unbalanced,12910891,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10910616693972351,1151.3306321279542,true,ChecksPassed
unbalanced,12910891,2000,multi,Fitted,12000,11344,2000,0.09995709396668033,0.09455403057948751,1710.0558628639706,true,Danger
unbalanced,12910891,10000,multi,Fitted,12000,11344,10000,0.09995709396668033,0.09191633010971685,8653.917808182616,true,ChecksPassed
unbalanced,13041254,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.0897370439097291,227.26973596513437,true,ChecksPassed
unbalanced,13041254,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09314833336256985,1109.527215420728,true,ChecksPassed
unbalanced,13041254,2000,multi,Fitted,12000,11416,2000,0.09995709396668033,0.09835359771185166,1723.712354282152,true,ChecksPassed
unbalanced,13041254,10000,multi,Fitted,12000,11416,10000,0.09995709396668033,0.10009580688399645,8595.039058132503,true,ChecksPassed
unbalanced,13171617,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.10632656515431671,245.25767454478046,true,ChecksPassed
unbalanced,13171617,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10475334376974005,1117.4152154283527,true,ChecksPassed
unbalanced,13171617,2000,multi,Fitted,12000,11504,2000,0.09995709396668033,0.08736965290992396,1672.8748373820351,true,Danger
unbalanced,13171617,10000,multi,Fitted,12000,11504,10000,0.09995709396668033,0.10169411700743008,8307.387421418474,true,ChecksPassed
unbalanced,13301980,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.10490600731735245,207.67008060300444,true,ChecksPassed
unbalanced,13301980,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09699515526640248,977.1600556008733,true,ChecksPassed
unbalanced,13301980,2000,multi,Fitted,12000,14630,2000,0.09995709396668033,0.09823624059596092,1606.65317674479,true,ChecksPassed
unbalanced,13301980,10000,multi,Fitted,12000,14630,10000,0.09995709396668033,0.10174397907235609,7993.26455725307,true,ChecksPassed
unbalanced,13432343,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.11897937690085342,205.62322349029367,true,ChecksPassed
unbalanced,13432343,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.1077024379196068,993.939440500335,true,ChecksPassed
unbalanced,13432343,2000,multi,Fitted,12000,14150,2000,0.09995709396668033,0.10005811128314765,1680.099400022484,true,ChecksPassed
unbalanced,13432343,10000,multi,Fitted,12000,14150,10000,0.09995709396668033,0.09716050722350357,8413.77400007504,true,ChecksPassed
unbalanced,13562706,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.09727223821035165,227.95085754043438,true,ChecksPassed
unbalanced,13562706,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10335132290216452,1190.439014132517,true,ChecksPassed
unbalanced,13562706,2000,multi,Fitted,12000,11488,2000,0.09995709396668033,0.09965531793359139,1761.9595007941002,true,ChecksPassed
unbalanced,13562706,10000,multi,Fitted,12000,11488,10000,0.09995709396668033,0.1051824469817921,8751.967206064975,true,ChecksPassed
unbalanced,13693069,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.11589322677622496,221.64233247842947,true,ChecksPassed
unbalanced,13693069,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09265299245748791,1083.661112393391,true,ChecksPassed
unbalanced,13693069,2000,multi,Fitted,12000,11480,2000,0.09995709396668033,0.10461931544071446,1721.8661915704888,true,ChecksPassed
unbalanced,13693069,10000,multi,Fitted,12000,11480,10000,0.09995709396668033,0.10035372173397311,8591.970402844725,true,ChecksPassed
unbalanced,13823432,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.12459487204115799,211.2418769792505,true,ChecksPassed
unbalanced,13823432,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10499097289536959,1045.6996230070752,true,ChecksPassed
unbalanced,13823432,2000,multi,Fitted,12000,11576,2000,0.09995709396668033,0.09944116421329782,1673.4558359686623,true,ChecksPassed
unbalanced,13823432,10000,multi,Fitted,12000,11576,10000,0.09995709396668033,0.1007300915344473,8351.926976417688,true,ChecksPassed
unbalanced,13953795,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.09260045776958355,234.37661079622424,true,ChecksPassed
unbalanced,13953795,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.08793650822600645,1142.7728433073585,true,ChecksPassed
unbalanced,13953795,2000,multi,Fitted,12000,11408,2000,0.09995709396668033,0.09525296817784917,1704.9881531043998,true,ChecksPassed
unbalanced,13953795,10000,multi,Fitted,12000,11408,10000,0.09995709396668033,0.09880934041012429,8585.808665231814,true,ChecksPassed
unbalanced,14084158,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.10963158476549757,211.54050448113222,true,ChecksPassed
unbalanced,14084158,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10938332446356967,1094.2703234716437,true,ChecksPassed
unbalanced,14084158,2000,multi,Fitted,12000,11384,2000,0.09995709396668033,0.10802736560660156,1737.2158855319585,true,ChecksPassed
unbalanced,14084158,10000,multi,Fitted,12000,11384,10000,0.09995709396668033,0.10149550227299536,8575.339824022421,true,ChecksPassed
unbalanced,14214521,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.088947330693146,237.57722333134402,true,ChecksPassed
unbalanced,14214521,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10009430169297111,1223.3976114398197,true,Danger
unbalanced,14214521,2000,multi,Fitted,12000,11296,2000,0.09995709396668033,0.09987621300064008,1736.2068483801875,true,Danger
unbalanced,14214521,10000,multi,Fitted,12000,11296,10000,0.09995709396668033,0.09865456179760132,8611.460634628547,true,ChecksPassed
unbalanced,14344884,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.06896708296614126,236.12419708936477,false,ChecksPassed
unbalanced,14344884,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.08980345224451197,1137.579252871725,true,ChecksPassed
unbalanced,14344884,2000,multi,Fitted,12000,11464,2000,0.09995709396668033,0.09499615547226879,1688.76460758206,true,Danger
unbalanced,14344884,10000,multi,Fitted,12000,11464,10000,0.09995709396668033,0.10022456896775502,8505.04587306828,true,ChecksPassed
unbalanced,14475247,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.14209303167444154,224.41323443164768,false,ChecksPassed
unbalanced,14475247,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.105634717769947,1135.2988934939297,true,Danger
unbalanced,14475247,2000,multi,Fitted,12000,11392,2000,0.09995709396668033,0.0912355228776396,1683.3423889754508,true,Danger
unbalanced,14475247,10000,multi,Fitted,12000,11392,10000,0.09995709396668033,0.10035085587257984,8395.967711800355,true,ChecksPassed
unbalanced,14605610,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.0756538180854933,203.0736589540146,true,ChecksPassed
unbalanced,14605610,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09877134321264727,977.6572080362756,true,ChecksPassed
unbalanced,14605610,2000,multi,Fitted,12000,14340,2000,0.09995709396668033,0.08911182285006435,1669.5753197871343,true,ChecksPassed
unbalanced,14605610,10000,multi,Fitted,12000,14340,10000,0.09995709396668033,0.0974269046893573,8388.041649130533,true,ChecksPassed
unbalanced,14735973,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.11799132040289828,214.55365597604555,true,ChecksPassed
unbalanced,14735973,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10861426562725678,995.295862617503,true,ChecksPassed
unbalanced,14735973,2000,multi,Fitted,12000,14450,2000,0.09995709396668033,0.09355616701752381,1690.7182518152704,true,ChecksPassed
unbalanced,14735973,10000,multi,Fitted,12000,14450,10000,0.09995709396668033,0.09725482765965718,8407.714572723493,true,ChecksPassed
unbalanced,14866336,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.13905592796854,215.21759135334108,false,ChecksPassed
unbalanced,14866336,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.11532383873866153,1103.7424760284298,true,ChecksPassed
unbalanced,14866336,2000,multi,Fitted,12000,11480,2000,0.09995709396668033,0.09675762087441216,1726.6785581407207,true,Danger
unbalanced,14866336,10000,multi,Fitted,12000,11480,10000,0.09995709396668033,0.09475592208384243,8528.070414273283,true,ChecksPassed
unbalanced,14996699,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.08490585520733537,198.36275716544762,true,ChecksPassed
unbalanced,14996699,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09209545586341632,1017.4087399558649,true,ChecksPassed
unbalanced,14996699,2000,multi,Fitted,12000,14240,2000,0.09995709396668033,0.10103586817161798,1653.5154306483078,true,ChecksPassed
unbalanced,14996699,10000,multi,Fitted,12000,14240,10000,0.09995709396668033,0.09779631973561952,8268.119599842299,true,ChecksPassed
unbalanced,15127062,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.1278540038861182,164.5106058407488,false,ChecksPassed
unbalanced,15127062,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.1099023533650405,881.6112819044613,true,ChecksPassed
unbalanced,15127062,2000,multi,Fitted,12000,14400,2000,0.09995709396668033,0.1050798366643489,1583.6214992213872,true,ChecksPassed
unbalanced,15127062,10000,multi,Fitted,12000,14400,10000,0.09995709396668033,0.10081202922287624,7882.205707830829,true,ChecksPassed
unbalanced,15257425,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.07451158049411867,216.81625136067316,false,ChecksPassed
unbalanced,15257425,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09888191911101829,1128.7920985892792,true,ChecksPassed
unbalanced,15257425,2000,multi,Fitted,12000,11608,2000,0.09995709396668033,0.08896894334078738,1751.3002444361246,true,ChecksPassed
unbalanced,15257425,10000,multi,Fitted,12000,11608,10000,0.09995709396668033,0.0976128842737513,8635.837779639423,true,ChecksPassed
unbalanced,15387788,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.06950953654924823,213.53933799211427,false,ChecksPassed
unbalanced,15387788,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10108762489743489,1034.0486507463968,true,ChecksPassed
unbalanced,15387788,2000,multi,Fitted,12000,11472,2000,0.09995709396668033,0.09795139852768786,1675.637617912234,true,ChecksPassed
unbalanced,15387788,10000,multi,Fitted,12000,11472,10000,0.09995709396668033,0.10258439690708661,8346.190894431133,true,ChecksPassed
unbalanced,15518151,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.06262891445321914,263.37582963421386,false,ChecksPassed
unbalanced,15518151,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.11839248227512178,1175.1264840707477,true,Danger
unbalanced,15518151,2000,multi,Fitted,12000,11344,2000,0.09995709396668033,0.09463901489434771,1695.4213687037914,true,Danger
unbalanced,15518151,10000,multi,Fitted,12000,11344,10000,0.09995709396668033,0.0991978057118729,8396.321806293696,true,ChecksPassed
unbalanced,15648514,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.10040835183451836,187.22272349486903,true,ChecksPassed
unbalanced,15648514,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09524440078481373,959.8079895158601,true,ChecksPassed
unbalanced,15648514,2000,multi,Fitted,12000,13900,2000,0.09995709396668033,0.10716404411120191,1672.3115833710071,true,ChecksPassed
unbalanced,15648514,10000,multi,Fitted,12000,13900,10000,0.09995709396668033,0.09740473654943507,8423.52136503155,true,ChecksPassed
unbalanced,15778877,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.1005714755288666,225.61624570114319,true,ChecksPassed
unbalanced,15778877,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10886354825162389,1116.1530018069134,true,ChecksPassed
unbalanced,15778877,2000,multi,Fitted,12000,11480,2000,0.09995709396668033,0.10105245354676468,1673.3761271088185,true,ChecksPassed
unbalanced,15778877,10000,multi,Fitted,12000,11480,10000,0.09995709396668033,0.10472672273363777,8413.42057987661,true,ChecksPassed
unbalanced,15909240,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.07051334887652039,306.81946857547723,false,ChecksPassed
unbalanced,15909240,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.07470619609314862,1500.6104802320594,false,Danger
unbalanced,15909240,2000,multi,Fitted,12000,8538,2000,0.09995709396668033,0.09010733593049494,1594.6723170458345,true,Danger
unbalanced,15909240,10000,multi,Fitted,12000,8538,10000,0.09995709396668033,0.10057800960246176,7860.264817071893,true,ChecksPassed
unbalanced,16039603,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.09719948646012837,212.94117839182715,true,ChecksPassed
unbalanced,16039603,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.11489041538196981,1050.9209497984991,true,ChecksPassed
unbalanced,16039603,2000,multi,Fitted,12000,11304,2000,0.09995709396668033,0.091297999859289,1693.0570483123865,true,ChecksPassed
unbalanced,16039603,10000,multi,Fitted,12000,11304,10000,0.09995709396668033,0.10342905958818346,8496.33275135962,true,ChecksPassed
unbalanced,16169966,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.08075630199367005,197.32741547882327,true,ChecksPassed
unbalanced,16169966,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.0935953433567157,1051.015829047643,true,ChecksPassed
unbalanced,16169966,2000,multi,Fitted,12000,11472,2000,0.09995709396668033,0.10197375235372971,1705.5252664222687,true,ChecksPassed
unbalanced,16169966,10000,multi,Fitted,12000,11472,10000,0.09995709396668033,0.10722304371849477,8634.700004471735,true,ChecksPassed
unbalanced,16300329,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.12287440580229018,181.2621476556476,true,ChecksPassed
unbalanced,16300329,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.11371243971348018,928.1752146432527,true,ChecksPassed
unbalanced,16300329,2000,multi,Fitted,12000,14310,2000,0.09995709396668033,0.10287879646490332,1630.0403670642218,true,ChecksPassed
unbalanced,16300329,10000,multi,Fitted,12000,14310,10000,0.09995709396668033,0.0987564028058392,8208.55412266085,true,ChecksPassed
unbalanced,16430692,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.06126374234042811,251.45277181313332,false,ChecksPassed
unbalanced,16430692,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09842609556961614,1148.5628889485372,true,ChecksPassed
unbalanced,16430692,2000,multi,Fitted,12000,11296,2000,0.09995709396668033,0.10398122889802985,1701.4132584819502,true,Danger
unbalanced,16430692,10000,multi,Fitted,12000,11296,10000,0.09995709396668033,0.10030800640676045,8564.829911478322,true,ChecksPassed
unbalanced,16561055,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.11700421913789348,216.63362103404023,true,ChecksPassed
unbalanced,16561055,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09952559726520303,1119.9215709954856,true,ChecksPassed
unbalanced,16561055,2000,multi,Fitted,12000,11400,2000,0.09995709396668033,0.10543294074149791,1700.3679722970865,true,ChecksPassed
unbalanced,16561055,10000,multi,Fitted,12000,11400,10000,0.09995709396668033,0.09794752956375427,8557.651324738083,true,ChecksPassed
unbalanced,16691418,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.05754810396547899,233.43311188668972,false,ChecksPassed
unbalanced,16691418,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09068894156251812,1121.7143251189505,true,ChecksPassed
unbalanced,16691418,2000,multi,Fitted,12000,11312,2000,0.09995709396668033,0.09684837555032695,1747.7498065609843,true,Danger
unbalanced,16691418,10000,multi,Fitted,12000,11312,10000,0.09995709396668033,0.09885309488009941,8620.988398092544,true,ChecksPassed
unbalanced,16821781,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.11004831767628072,202.9559928355798,true,ChecksPassed
unbalanced,16821781,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10232213596770504,1044.9465825302773,true,ChecksPassed
unbalanced,16821781,2000,multi,Fitted,12000,11280,2000,0.09995709396668033,0.10956064888555672,1669.5428828271238,true,ChecksPassed
unbalanced,16821781,10000,multi,Fitted,12000,11280,10000,0.09995709396668033,0.10426559218119119,8339.211511839492,true,ChecksPassed
unbalanced,16952144,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.1208123940594794,222.91515581890127,true,ChecksPassed
unbalanced,16952144,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.1164932163714679,1071.300156784031,true,ChecksPassed
unbalanced,16952144,2000,multi,Fitted,12000,11536,2000,0.09995709396668033,0.0965985618107728,1643.519573798622,true,ChecksPassed
unbalanced,16952144,10000,multi,Fitted,12000,11536,10000,0.09995709396668033,0.09841037846075731,8268.001918657337,true,ChecksPassed
unbalanced,17082507,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.08987730780331885,220.16199276296214,true,ChecksPassed
unbalanced,17082507,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.11761540857366491,1098.8327574894145,true,ChecksPassed
unbalanced,17082507,2000,multi,Fitted,12000,11392,2000,0.09995709396668033,0.09616667017248595,1751.6405570706738,true,ChecksPassed
unbalanced,17082507,10000,multi,Fitted,12000,11392,10000,0.09995709396668033,0.10332739820528139,8732.484213638383,true,Danger
