case,seed,method,status,truth,estimate,pilotCalls,productionCalls,componentCalls,seconds
one_tail,95029,supplied,Completed,0.0013498980316300946,0.001302226879961882,0,12000,0,0.0045554
one_tail,95029,prior,Completed,0.0013498980316300946,0.0020000000000000005,0,12000,0,0.0029869
two_tail,95000,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0028285
two_tail,95000,single,Fitted,6.334248366623984E-5,6.473643740295218E-5,2000,10000,0,0.004663
two_tail,95000,weighted,Fitted,6.334248366623984E-5,6.341943819294494E-5,3000,9000,4212,0.0075344
two_tail,95000,supplied,Completed,6.334248366623984E-5,6.401494949752439E-5,0,12000,0,0.0059768
two_tail,95001,single,Fitted,6.334248366623984E-5,6.178621020851689E-5,3000,9000,0,0.0053158
two_tail,95001,weighted,Fitted,6.334248366623984E-5,6.321644807958732E-5,3000,9000,3660,0.0070096
two_tail,95001,supplied,Completed,6.334248366623984E-5,6.496185924353818E-5,0,12000,0,0.0058706
two_tail,95001,prior,Completed,6.334248366623984E-5,2.5E-4,0,12000,0,0.0030585
two_tail,95002,weighted,Fitted,6.334248366623984E-5,6.250942007275937E-5,3000,9000,4752,0.0078347
two_tail,95002,supplied,Completed,6.334248366623984E-5,6.496057535959406E-5,0,12000,0,0.0058092
two_tail,95002,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.003073
two_tail,95002,single,Fitted,6.334248366623984E-5,6.170888324684394E-5,2000,10000,0,0.0048642
two_tail,95003,supplied,Completed,6.334248366623984E-5,6.515993822769542E-5,0,12000,0,0.0061433
two_tail,95003,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0028732
two_tail,95003,single,Fitted,6.334248366623984E-5,6.26333495802686E-5,3000,9000,0,0.0056006
two_tail,95003,weighted,Fitted,6.334248366623984E-5,6.265345466046615E-5,3000,9000,3248,0.007147
two_tail,95004,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0029406
two_tail,95004,single,Fitted,6.334248366623984E-5,6.611142634606767E-5,2000,10000,0,0.005042
two_tail,95004,weighted,Fitted,6.334248366623984E-5,6.203477365345609E-5,3000,9000,3628,0.0068825
two_tail,95004,supplied,Completed,6.334248366623984E-5,6.235553126743901E-5,0,12000,0,0.005678
two_tail,95005,single,Fitted,6.334248366623984E-5,6.493359537095011E-5,2000,10000,0,0.005274
