SV,mode,family,rng,seed,draws,parameter,mean,error,mcse,ess,maxWeight,covered95,withinPointOnePosteriorSd,seconds,underflows
SV,backends,dirichlet,MT19937,8928,20000,0,0.8146664844769183,-0.026349666245982784,0.008274999366987416,1.137314778196963,0.9356090257322498,false,false,0.0071397,0
SV,backends,dirichlet,MT19937,8928,20000,1,2.1338854437115167,0.22293468847488174,0.04493264793835907,1.137314778196963,0.9356090257322498,false,false,0.0071397,0
SV,backends,dirichlet,MT19937,8928,20000,2,2.632374833355648,-0.007964445368204842,0.03237033857782445,1.137314778196963,0.9356090257322498,true,true,0.0071397,0
SV,backends,dirichlet,Random,8928,20000,0,0.8950780805445637,0.05406192982166269,0.02329609875020005,1.5559842107620743,0.7914828599106412,false,false,0.0069591,0
SV,backends,dirichlet,Random,8928,20000,1,2.0236176351029385,0.11266687986630353,0.028250392096487328,1.5559842107620743,0.7914828599106412,false,false,0.0069591,0
SV,backends,dirichlet,Random,8928,20000,2,2.7403386745831835,0.0999993958593306,0.01901520351827568,1.5559842107620743,0.7914828599106412,false,false,0.0069591,0
SV,backends,dirichlet,L64X128MixRandom,8928,200000,0,0.8491587186584941,0.008142567935593092,0.011609589055724148,15.536562845084784,0.11692086218674363,true,false,0.0656174,0
SV,backends,dirichlet,L64X128MixRandom,8928,200000,1,1.9561705832360408,0.045219827999405826,0.033769457967836106,15.536562845084784,0.11692086218674363,true,false,0.0656174,0
SV,backends,dirichlet,L64X128MixRandom,8928,200000,2,2.6109476433064542,-0.029391635417398643,0.0385942531532308,15.536562845084784,0.11692086218674363,true,false,0.0656174,0
SV,backends,dirichlet,Xoshiro256PlusPlus,8928,200000,0,0.8189200748328642,-0.022096075890036815,0.013963131832253355,10.216667960618969,0.2232290159629315,true,false,0.0689968,0
SV,backends,dirichlet,Xoshiro256PlusPlus,8928,200000,1,1.863899229225787,-0.047051526010847944,0.030786500301931953,10.216667960618969,0.2232290159629315,true,false,0.0689968,0
SV,backends,dirichlet,Xoshiro256PlusPlus,8928,200000,2,2.5763004011117494,-0.06403887761210347,0.04103186232291793,10.216667960618969,0.2232290159629315,true,false,0.0689968,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,8928,200000,0,0.845179461289339,0.004163310566437928,0.014186787807671833,6.082241008443795,0.29194896025818184,true,true,0.0706425,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,8928,200000,1,1.9220094784805506,0.011058723243915658,0.04383294404434839,6.082241008443795,0.29194896025818184,true,true,0.0706425,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,8928,200000,2,2.6719349832528088,0.03159570452895588,0.03268675605791489,6.082241008443795,0.29194896025818184,true,false,0.0706425,0
SV,backends,dirichlet,MT19937,8928,200000,0,0.8545332068971713,0.013517056174270237,0.012254353049404249,11.20548300588393,0.19430084151740118,true,false,0.0699959,0
SV,backends,dirichlet,MT19937,8928,200000,1,1.9547565876210895,0.04380583238445457,0.029995892216803086,11.20548300588393,0.19430084151740118,true,false,0.0699959,0
SV,backends,dirichlet,MT19937,8928,200000,2,2.719399861388867,0.07906058266501415,0.036663040596675446,11.20548300588393,0.19430084151740118,false,false,0.0699959,0
SV,backends,dirichlet,Random,8928,200000,0,0.8461393770781404,0.005123226355239319,0.014794817427397314,13.48204194583858,0.13856221989509818,true,true,0.0672616,0
SV,backends,dirichlet,Random,8928,200000,1,1.8919086407401131,-0.019042114496521823,0.03453482139870242,13.48204194583858,0.13856221989509818,true,false,0.0672616,0
SV,backends,dirichlet,Random,8928,200000,2,2.5939053469794695,-0.04643393174438337,0.04932133785565801,13.48204194583858,0.13856221989509818,true,false,0.0672616,0
SV,backends,gamma,L64X128MixRandom,16847,2000,0,2.0539601882781153,-0.05390978489152065,0.03893780709834898,5.386116920318884,0.25460387429358916,true,false,3.499E-4,0
SV,backends,gamma,L64X128MixRandom,16847,2000,1,1.917884870236034,0.07315552331158215,0.037914795311035476,5.386116920318884,0.25460387429358916,true,false,3.499E-4,0
SV,backends,gamma,Xoshiro256PlusPlus,16847,2000,0,2.012052346502165,-0.09581762666747107,0.0674058555403957,3.114567906642862,0.5168281465340342,true,false,3.513E-4,0
SV,backends,gamma,Xoshiro256PlusPlus,16847,2000,1,1.920174981877686,0.0754456349532342,0.05000046520521092,3.114567906642862,0.5168281465340342,true,false,3.513E-4,0
SV,backends,gamma,PCG_RXS_M_XS_64,16847,2000,0,2.0902465289207206,-0.017623444248915376,0.0480708539177678,2.3977541502711848,0.5807923723879527,true,true,3.133E-4,0
SV,backends,gamma,PCG_RXS_M_XS_64,16847,2000,1,1.8216491605905556,-0.023080186333896302,0.06258572163888973,2.3977541502711848,0.5807923723879527,true,false,3.133E-4,0
SV,backends,gamma,MT19937,16847,2000,0,2.0829014146760345,-0.024968558493601467,0.04395010779321171,4.682995225196088,0.2745395058771316,true,false,3.851E-4,0
SV,backends,gamma,MT19937,16847,2000,1,1.8641036568399485,0.0193743099154966,0.046010560939828374,4.682995225196088,0.2745395058771316,true,true,3.851E-4,0
SV,backends,gamma,Random,16847,2000,0,2.1412344242486663,0.0333644510790303,0.09394417649063434,8.264773503881779,0.2197883403201254,true,false,2.911E-4,0
