fixture,seed,parameterBudget,components,parameters,method,status,train,heldout,meanLogScore,scoreMCSE,regionProbability,referenceRegion,fitMillis,scoreMillis,sampleMillis,angularEvaluations
gvm-separated,1,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.38166666666666665,209.8475,,,0
gvm-separated,1,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.38166666666666665,208.4841,,,0
gvm-separated,1,27,4,27,gvm-em,IterationLimit,800,3000,-2.4031133900564674,0.017612172945478042,0.35433333333333333,0.38166666666666665,459.4855,1.4697,0.5507,26707
gvm-separated,2,6,1,6,gvm-em,Converged,800,3000,-2.65999413441252,0.015382299674618117,0.24966666666666668,0.3636666666666667,5.0558,0.7054,0.4841,216
gvm-separated,2,6,1,5,gmm-chart-em,Fitted,800,3000,-2.6559217296386395,0.015480765209716479,0.25266666666666665,0.3636666666666667,1.1616,0.7447,0.5156,0
gvm-separated,2,6,1,5,gmm-wrapped-em,Fitted,800,3000,-2.659480846703844,0.015480765209716493,0.25166666666666665,0.3636666666666667,0.9927,1.0559,0.512,0
gvm-separated,2,13,2,13,gvm-em,Converged,800,3000,-2.4053019038331516,0.0187817622058647,0.38566666666666666,0.3636666666666667,59.825,1.0703,0.5842,3322
gvm-separated,2,13,2,11,gmm-chart-em,Fitted,800,3000,-2.404712286080681,0.018777378573554184,0.37466666666666665,0.3636666666666667,13.1085,1.2593,0.5901,0
gvm-separated,2,13,2,11,gmm-wrapped-em,Fitted,800,3000,-2.4047127493240454,0.01877737857355419,0.37466666666666665,0.3636666666666667,12.0632,2.0073,0.5482,0
gvm-separated,2,27,4,27,gvm-em,IterationLimit,800,3000,-2.4305265913569185,0.02077581703006747,0.383,0.3636666666666667,461.3759,1.4723,0.5606,26826
gvm-separated,2,27,4,23,gmm-chart-em,Fitted,800,3000,-2.4074321396968026,0.018893423273362242,0.3903333333333333,0.3636666666666667,108.3671,2.2625,0.6971,0
gvm-separated,2,27,4,23,gmm-wrapped-em,Fitted,800,3000,-2.4074333194580997,0.01889342327336224,0.3903333333333333,0.3636666666666667,107.6532,4.1767,0.6601,0
