jvm,seed,model,draws,method,mean,truth,ess,nanos,heap_delta
0,12,2,2000,2,0.5038424052121633,0.49679988368583794,1467.7343670952107,1938000,4194304
0,12,2,2000,3,0.5038424052121633,0.49679988368583794,1467.7343670952107,1257400,12582912
0,12,2,20000,0,0.49818983414828705,0.49679988368583794,14736.423552717686,216468400,-154595336
0,12,2,20000,1,0.48974987103263234,0.49679988368583794,14688.579380263467,13575600,12582912
0,12,2,20000,2,0.48974987103263234,0.49679988368583794,14688.579380263467,9085900,12582912
0,12,2,20000,3,0.48974987103263234,0.49679988368583794,14688.579380263467,7543000,20971520
0,13,0,2000,3,0.48293012466420276,0.5,1468.4572128728419,2421400,8388608
0,13,0,2000,2,0.48293012466420276,0.5,1468.4572128728419,1581200,4194304
0,13,0,2000,1,0.48293012466420276,0.5,1468.4572128728419,1229700,4194304
0,13,0,2000,0,0.5024286687479678,0.5,1462.0524575721017,6403100,16777216
0,13,0,20000,3,0.49570158331429226,0.5,14630.077796319538,5271800,16777216
0,13,0,20000,2,0.49570158331429226,0.5,14630.077796319538,5531500,16777216
